الأمانة,البلدية,البلدية التي درست الطلب,تاريخ اصدار الرخصة ميلادي,تاريخ نهاية الرخصة ميلادي,تاريخ تقديم الطلب,الغرض,حالة الرخصة,حالة الطلب,نوع سند الملكية
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,8/1/24 12:00:00 AM,7/1/27 12:00:00 AM,7/28/24 5:39:17 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,9/6/02 12:00:00 AM,8/4/05 12:00:00 AM,12/23/24 11:09:59 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,8/23/20 12:00:00 AM,5/13/25 12:00:00 AM,5/23/24 11:47:57 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,6/1/24 12:00:00 AM,5/1/27 12:00:00 AM,5/27/24 8:54:08 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,3/4/24 12:00:00 AM,1/31/27 12:00:00 AM,2/25/24 3:12:16 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/4/16 12:00:00 AM,7/6/24 12:00:00 AM,11/14/24 1:04:34 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/12/24 12:00:00 AM,5/12/27 12:00:00 AM,5/26/24 7:05:24 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,3/9/21 12:00:00 AM,10/28/25 12:00:00 AM,10/27/24 9:39:01 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,10/11/23 12:00:00 AM,9/8/26 12:00:00 AM,3/10/24 10:44:34 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,11/26/24 12:00:00 AM,11/15/25 12:00:00 AM,11/24/24 6:52:31 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,4/29/24 12:00:00 AM,3/28/27 12:00:00 AM,11/2/24 1:35:12 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,8/23/02 12:00:00 AM,1/1/26 12:00:00 AM,12/18/24 6:18:17 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/15/24 12:00:00 AM,7/15/27 12:00:00 AM,8/15/24 8:48:51 AM,إصدار رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,2/3/25 12:00:00 AM,1/1/28 12:00:00 AM,11/11/24 9:06:17 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,2/28/24 12:00:00 AM,2/17/25 12:00:00 AM,2/26/24 6:37:03 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,12/2/15 12:00:00 AM,10/29/18 12:00:00 AM,12/1/24 6:57:55 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,11/20/23 12:00:00 AM,10/17/26 12:00:00 AM,1/9/24 12:25:27 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,5/13/24 12:00:00 AM,4/12/27 12:00:00 AM,5/12/24 5:33:48 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,5/1/19 12:00:00 AM,4/19/20 12:00:00 AM,10/20/24 3:04:45 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,4/24/24 12:00:00 AM,4/13/25 12:00:00 AM,4/23/24 12:58:31 PM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,9/20/03 12:00:00 AM,9/17/25 12:00:00 AM,9/14/24 5:29:11 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/7/09 12:00:00 AM,7/12/25 12:00:00 AM,7/21/24 12:51:42 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,9/2/19 12:00:00 AM,8/1/22 12:00:00 AM,2/13/24 4:57:48 PM,تصحيح بيانات رخصة انشائية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,3/4/03 12:00:00 AM,2/8/25 12:00:00 AM,2/19/24 5:15:28 PM,تجديد رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,6/17/21 12:00:00 AM,5/15/24 12:00:00 AM,1/19/24 4:02:13 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,3/27/21 12:00:00 AM,2/28/25 12:00:00 AM,3/10/24 7:57:46 PM,تجديد رخصة بناء,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,5/7/24 12:00:00 AM,4/26/25 12:00:00 AM,5/2/24 1:26:07 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,9/29/21 12:00:00 AM,10/3/25 12:00:00 AM,10/13/24 4:37:53 PM,تجديد رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,12/10/24 12:00:00 AM,11/8/27 12:00:00 AM,12/9/24 6:16:25 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,11/28/24 12:00:00 AM,10/26/27 12:00:00 AM,11/2/24 6:28:53 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,12/6/16 12:00:00 AM,7/18/25 12:00:00 AM,7/29/24 9:11:30 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,9/18/24 12:00:00 AM,8/17/27 12:00:00 AM,9/11/24 11:57:46 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,1/29/14 12:00:00 AM,12/27/16 12:00:00 AM,11/10/24 6:48:19 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,3/4/24 12:00:00 AM,2/22/25 12:00:00 AM,3/2/24 1:16:40 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,9/21/10 12:00:00 AM,8/18/13 12:00:00 AM,5/27/24 8:46:13 PM,تصحيح بيانات رخصة انشائية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,3/11/24 12:00:00 AM,3/1/25 12:00:00 AM,3/3/24 7:14:01 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,10/17/84 12:00:00 AM,9/16/87 12:00:00 AM,11/19/24 11:36:30 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/26/24 12:00:00 AM,7/26/27 12:00:00 AM,8/21/24 9:46:41 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,4/1/00 12:00:00 AM,2/27/03 12:00:00 AM,5/30/24 1:52:41 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/4/24 12:00:00 AM,12/23/24 12:00:00 AM,1/3/24 10:31:10 AM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,3/17/21 12:00:00 AM,10/30/25 12:00:00 AM,11/7/24 11:32:45 AM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,10/17/11 12:00:00 AM,9/14/14 12:00:00 AM,5/21/24 10:05:02 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,7/30/92 12:00:00 AM,6/27/95 12:00:00 AM,2/6/24 10:38:46 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,8/26/02 12:00:00 AM,9/26/25 12:00:00 AM,9/24/24 10:42:43 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية زلوم,بلدية زلوم,1/11/21 12:00:00 AM,3/3/25 12:00:00 AM,3/13/24 10:41:39 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,8/1/24 12:00:00 AM,7/1/27 12:00:00 AM,7/30/24 9:26:38 AM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,4/11/16 12:00:00 AM,9/1/25 12:00:00 AM,8/27/24 10:30:11 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,1/14/25 12:00:00 AM,12/12/27 12:00:00 AM,12/24/24 9:56:16 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/30/24 12:00:00 AM,12/27/26 12:00:00 AM,1/28/24 8:45:27 PM,إصدار رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/19/24 12:00:00 AM,7/19/27 12:00:00 AM,11/25/24 11:28:10 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/16/24 12:00:00 AM,1/4/25 12:00:00 AM,1/14/24 12:00:21 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,2/13/24 12:00:00 AM,1/11/27 12:00:00 AM,2/12/24 7:11:09 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/6/24 12:00:00 AM,7/6/27 12:00:00 AM,7/29/24 10:11:27 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,8/13/81 12:00:00 AM,6/27/84 12:00:00 AM,1/24/24 7:55:38 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,11/25/24 12:00:00 AM,10/23/27 12:00:00 AM,10/15/24 11:34:44 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,8/29/12 12:00:00 AM,7/26/15 12:00:00 AM,2/19/24 11:34:27 AM,تصحيح بيانات رخصة انشائية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,12/25/19 12:00:00 AM,11/22/22 12:00:00 AM,1/8/24 12:18:13 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,2/22/12 12:00:00 AM,1/20/15 12:00:00 AM,5/13/24 8:07:46 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/13/24 12:00:00 AM,7/13/27 12:00:00 AM,8/6/24 12:38:46 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,2/19/24 12:00:00 AM,1/17/27 12:00:00 AM,2/19/24 10:51:54 AM,إصدار رخصة بناء,موقوفة,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/14/24 12:00:00 AM,7/14/27 12:00:00 AM,7/29/24 11:35:06 AM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,4/20/08 12:00:00 AM,3/19/11 12:00:00 AM,1/14/24 11:47:04 AM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,1/28/24 12:00:00 AM,1/16/25 12:00:00 AM,1/16/24 7:46:36 PM,رخصة ترميم,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,12/20/24 12:00:00 AM,11/18/27 12:00:00 AM,12/22/24 9:08:05 AM,تصحيح بيانات رخصة انشائية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,6/29/24 12:00:00 AM,5/29/27 12:00:00 AM,6/25/24 6:42:13 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,7/28/24 12:00:00 AM,7/17/25 12:00:00 AM,7/2/24 8:56:56 AM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,3/16/76 12:00:00 AM,1/27/79 12:00:00 AM,3/5/24 6:02:46 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/27/24 12:00:00 AM,7/27/27 12:00:00 AM,8/3/24 6:10:22 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية العيساويه,بلدية العيساويه,10/23/22 12:00:00 AM,9/19/25 12:00:00 AM,4/20/24 5:08:26 PM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,12/29/24 12:00:00 AM,11/27/27 12:00:00 AM,12/28/24 8:41:03 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,10/6/16 12:00:00 AM,9/4/19 12:00:00 AM,6/3/24 5:15:36 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,9/19/99 12:00:00 AM,12/2/25 12:00:00 AM,12/9/24 12:21:18 PM,تجديد رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,7/4/22 12:00:00 AM,6/1/25 12:00:00 AM,1/1/24 4:08:19 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,8/28/12 12:00:00 AM,7/25/15 12:00:00 AM,10/16/24 8:33:12 PM,تصحيح بيانات رخصة انشائية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,11/13/17 12:00:00 AM,10/11/20 12:00:00 AM,3/25/24 1:21:05 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,6/5/10 12:00:00 AM,5/1/13 12:00:00 AM,3/5/24 6:48:17 PM,تصحيح بيانات رخصة انشائية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,5/22/24 12:00:00 AM,4/21/27 12:00:00 AM,4/16/24 9:32:47 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/31/97 12:00:00 AM,3/21/25 12:00:00 AM,2/5/24 5:35:25 PM,تجديد رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,2/12/24 12:00:00 AM,2/1/25 12:00:00 AM,2/11/24 9:06:58 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية جنوب سكاكا - قارا,بلدية جنوب سكاكا - قارا,2/15/24 12:00:00 AM,1/13/27 12:00:00 AM,1/21/24 9:59:54 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية زلوم,بلدية زلوم,4/24/25 12:00:00 AM,3/22/28 12:00:00 AM,11/5/24 7:26:45 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,1/28/20 12:00:00 AM,7/18/25 12:00:00 AM,7/20/24 6:55:24 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,8/1/24 12:00:00 AM,7/21/25 12:00:00 AM,7/31/24 6:45:21 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,7/31/24 12:00:00 AM,7/20/25 12:00:00 AM,7/29/24 5:22:31 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,12/7/23 12:00:00 AM,11/3/26 12:00:00 AM,7/13/24 11:29:55 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,5/20/19 12:00:00 AM,11/22/25 12:00:00 AM,12/1/24 7:33:15 PM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,11/26/19 12:00:00 AM,9/9/25 12:00:00 AM,9/3/24 8:10:09 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,12/24/08 12:00:00 AM,7/21/23 12:00:00 AM,12/16/24 1:48:17 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,2/16/24 12:00:00 AM,1/14/27 12:00:00 AM,2/3/24 12:28:44 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,11/10/24 12:00:00 AM,10/30/25 12:00:00 AM,11/7/24 10:55:49 AM,إصدار تقرير فني,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,11/18/24 12:00:00 AM,10/16/27 12:00:00 AM,11/12/24 11:48:44 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,12/16/24 12:00:00 AM,12/16/25 12:00:00 AM,12/11/24 5:55:44 PM,رخصة ترميم,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,1/26/22 12:00:00 AM,12/24/24 12:00:00 AM,1/22/24 12:33:30 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,8/29/24 12:00:00 AM,8/19/25 12:00:00 AM,8/27/24 9:56:18 PM,إصدار تقرير فني,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,6/26/21 12:00:00 AM,10/26/25 12:00:00 AM,11/6/24 11:43:09 AM,نقل ملكية رخصة بناء فورية,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,11/18/24 12:00:00 AM,10/16/27 12:00:00 AM,11/17/24 11:50:59 AM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,7/31/79 12:00:00 AM,6/14/82 12:00:00 AM,10/29/24 10:58:38 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,8/18/24 12:00:00 AM,7/18/27 12:00:00 AM,9/15/24 12:22:49 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,5/15/24 12:00:00 AM,4/14/27 12:00:00 AM,5/19/24 11:26:24 AM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,12/31/24 12:00:00 AM,12/20/25 12:00:00 AM,12/30/24 12:44:19 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,9/29/01 12:00:00 AM,8/24/27 12:00:00 AM,9/19/24 10:47:12 AM,إصدار رخصة تصحيح وضع مبنى قائم,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية أبوعجرم,بلدية أبوعجرم,9/10/24 12:00:00 AM,8/30/25 12:00:00 AM,9/3/24 2:44:40 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,5/27/24 12:00:00 AM,5/17/25 12:00:00 AM,5/26/24 12:14:30 PM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,5/7/24 12:00:00 AM,4/26/25 12:00:00 AM,5/7/24 1:04:24 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,11/27/91 12:00:00 AM,10/26/94 12:00:00 AM,8/27/24 6:13:49 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,7/4/07 12:00:00 AM,6/2/10 12:00:00 AM,10/13/24 9:05:32 AM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,10/29/19 12:00:00 AM,8/16/25 12:00:00 AM,8/25/24 11:39:53 AM,تجديد رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,12/11/24 12:00:00 AM,12/1/25 12:00:00 AM,12/8/24 12:54:55 PM,إصدار تقرير فني,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,2/2/25 12:00:00 AM,12/31/27 12:00:00 AM,12/31/24 12:02:55 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,4/15/24 12:00:00 AM,4/4/25 12:00:00 AM,4/4/24 6:15:01 AM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,7/15/24 12:00:00 AM,7/4/25 12:00:00 AM,7/8/24 6:28:20 PM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,3/11/13 12:00:00 AM,2/8/16 12:00:00 AM,6/3/24 6:39:46 PM,إدخال رخصة انشائية قديمة,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,2/25/24 12:00:00 AM,2/14/25 12:00:00 AM,2/6/24 11:19:01 AM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية شمال سكاكا,بلدية شمال سكاكا,3/17/24 12:00:00 AM,2/14/27 12:00:00 AM,2/27/24 5:38:54 PM,إصدار رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,10/20/20 12:00:00 AM,9/18/23 12:00:00 AM,1/25/24 12:35:00 PM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,6/16/21 12:00:00 AM,5/14/24 12:00:00 AM,1/22/24 9:36:50 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,4/25/21 12:00:00 AM,10/1/25 12:00:00 AM,9/29/24 5:57:17 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,2/23/08 12:00:00 AM,1/19/11 12:00:00 AM,8/4/24 6:53:26 PM,تصحيح بيانات رخصة انشائية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,11/22/20 12:00:00 AM,5/30/25 12:00:00 AM,6/29/24 10:02:20 AM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,5/19/24 12:00:00 AM,5/9/25 12:00:00 AM,5/18/24 6:34:59 PM,إصدار تقرير فني,منتهية,منتهى,عقد اسكان
أمانة منطقة الجوف,بلدية طبرجل,بلدية طبرجل,2/10/20 12:00:00 AM,8/8/25 12:00:00 AM,10/2/24 12:04:58 PM,إضافة وتعديل مكونات رخصة بناء,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,1/26/17 12:00:00 AM,1/24/25 12:00:00 AM,2/5/24 12:10:19 PM,إضافة وتعديل مكونات رخصة بناء,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية القريات,بلدية القريات,9/16/24 12:00:00 AM,8/15/27 12:00:00 AM,9/9/24 9:53:52 PM,إصدار رخصة بناء,سارية,منتهى,عقد استثماري - تخصيص حكومي
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,1/26/20 12:00:00 AM,12/25/22 12:00:00 AM,7/18/24 11:01:08 AM,نقل ملكية رخصة بناء فورية,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية دومة الجندل,بلدية دومة الجندل,7/29/24 12:00:00 AM,7/18/25 12:00:00 AM,7/29/24 12:23:24 PM,إصدار تقرير فني,منتهية,منتهى,صك
أمانة منطقة الجوف,بلدية صوير,بلدية صوير,8/5/24 12:00:00 AM,7/26/25 12:00:00 AM,8/5/24 11:55:02 AM,رخصة هدم,سارية,منتهى,صك
أمانة منطقة الجوف,بلدية وسط سكاكا,بلدية وسط سكاكا,6/23/21 12:00:00 AM,9/28/25 12:00:00 AM,10/8/24 1:47:31 PM,تجديد رخصة بناء,سارية,منتهى,صك
